"";"Tipo";"pH";"Sulfatos";"Alcohol";"Tonalidad";"Calidad";"Precio"
"4920";"Blanco";3,06;0,54;10,4;"Dorado";5;4,3
"4921";"Blanco";3,29;0,5;12,7;"Ocre";6;4,33
"4922";"Blanco";3,48;0,52;12,5;"Ocre";7;6,56
"4923";"Blanco";3,14;0,5;12;"Ocre";6;4,38
"4925";"Blanco";3,12;0,38;12,6;"Ocre";7;5,27
"4926";"Blanco";3,15;0,42;10,2;"Dorado";5;3,08
"4927";"Blanco";3,43;0,68;10,4;"Dorado";7;5,36
"4930";"Blanco";3,11;0,52;10,1;"Dorado";6;4,95
"4931";"Blanco";3,08;0,52;10,5;"Dorado";6;3,75
"4932";"Blanco";3,23;0,41;12,1;"Ocre";7;5,73
"4933";"Blanco";3,18;0,55;9,9;"Verdoso";6;5,41
"4935";"Blanco";3;0,6;9,5;"Verdoso";6;4,13
"4936";"Blanco";3;0,6;9,5;"Verdoso";6;3,31
"4937";"Blanco";3;0,6;9,5;"Verdoso";6;5,08
"4938";"Blanco";3,17;0,39;10,9;"Dorado";6;4,68
"4939";"Blanco";3,08;0,47;9,5;"Verdoso";6;3,79
"4940";"Blanco";3,32;0,54;12,6;"Ocre";6;5,96
"4941";"Blanco";3,08;0,47;9,5;"Verdoso";6;3,66
"4943";"Blanco";3;0,6;9,5;"Verdoso";7;4,01
"4944";"Blanco";3;0,6;9,5;"Verdoso";6;3,24
"4945";"Blanco";3,13;0,51;10,6;"Dorado";6;4,65
"4946";"Blanco";3,12;0,5;10,6;"Dorado";6;5,33
"4947";"Blanco";3,15;0,52;10,8;"Dorado";6;5,87
"4948";"Blanco";3,17;0,39;10,9;"Dorado";6;4,26
"4949";"Blanco";3,34;0,5;9,9;"Verdoso";6;4,12
"4951";"Blanco";3,22;0,38;12,6;"Ocre";6;4,43
"4952";"Blanco";2,96;0,39;12,5;"Ocre";6;4,1
"4953";"Blanco";3,02;0,38;12,4;"Ocre";6;5,22
"4955";"Blanco";3,18;0,53;12,2;"Ocre";6;6
"4956";"Blanco";3,19;0,37;10,7;"Dorado";6;4,58
"4958";"Blanco";2,96;0,39;12,5;"Ocre";6;5,28
"4959";"Blanco";3,02;0,38;12,4;"Ocre";6;4,05
"4961";"Blanco";3,34;0,5;9,9;"Verdoso";6;4,02
"4963";"Blanco";3,22;0,38;12,6;"Ocre";6;5,98
"4965";"Blanco";2,98;0,49;12,3;"Ocre";7;5,04
"4966";"Blanco";2,97;0,42;12,2;"Ocre";6;4,75
"4967";"Blanco";3,08;0,43;13,2;"Ocre";6;6,34
"4968";"Blanco";3,13;0,45;10,2;"Dorado";6;3,94
"4970";"Blanco";3,08;0,43;13,2;"Ocre";6;6,2
"4971";"Blanco";2,97;0,42;12,2;"Ocre";6;4,58
"4973";"Blanco";2,98;0,43;13,2;"Ocre";7;5,37
"4974";"Blanco";3,32;0,44;9,5;"Verdoso";5;3,26
"4975";"Blanco";3,25;0,53;10,2;"Dorado";6;3,97
"4976";"Blanco";3,13;0,45;10,2;"Dorado";6;3,11
"4978";"Blanco";3,16;0,42;12,5;"Ocre";8;6,14
"4979";"Blanco";3,01;0,43;9,2;"Verdoso";5;3,02
"4980";"Blanco";3,28;0,48;12,1;"Ocre";7;6,59
"4981";"Blanco";3,1;0,44;10,7;"Dorado";7;4,87
"4982";"Blanco";3,28;0,48;12,1;"Ocre";7;6,46
"4984";"Blanco";3,25;0,56;10,6;"Dorado";6;4,88
"4986";"Blanco";3,16;0,42;12,5;"Ocre";8;5,65
"4987";"Blanco";3,01;0,43;9,2;"Verdoso";5;2,93
"4988";"Blanco";2,95;0,54;12,6;"Ocre";6;5,84
"4989";"Blanco";3,13;0,55;12,8;"Ocre";7;5,47
"4990";"Blanco";3;0,37;12,3;"Ocre";6;5,54
"4991";"Blanco";2,99;0,38;12,3;"Ocre";8;5,61
"4992";"Blanco";2,98;0,37;12,4;"Ocre";6;4,53
"4993";"Blanco";2,93;0,42;12,3;"Ocre";6;4,89
"4994";"Blanco";3,2;0,53;9,1;"Verdoso";5;2,09
"4995";"Blanco";3,2;0,54;9,1;"Verdoso";5;3,41
"4996";"Blanco";3,1;0,47;10,6;"Dorado";6;4,89
"4997";"Blanco";3,19;0,47;10,3;"Dorado";6;3,73
"4998";"Blanco";3,39;0,65;9,5;"Verdoso";5;2,61
"5000";"Blanco";3,12;0,51;10,8;"Dorado";6;4,4
"5002";"Blanco";3,12;0,51;10,8;"Dorado";6;5,98
"5005";"Blanco";3,19;0,5;10,2;"Dorado";6;5,09
"5007";"Blanco";3,39;0,65;9,5;"Verdoso";5;2,37
"5008";"Blanco";3,12;0,49;10,2;"Dorado";6;4,56
"5011";"Blanco";3,05;0,57;9,8;"Verdoso";6;3,41
"5012";"Blanco";3,11;0,51;10,1;"Dorado";6;5,48
"5015";"Blanco";3,39;0,43;12,7;"Ocre";7;6,67
"5016";"Blanco";3,1;0,51;9,8;"Verdoso";6;3,46
"5017";"Blanco";3,16;0,6;12,9;"Ocre";4;3,97
"5018";"Blanco";3,1;0,51;9,8;"Verdoso";6;4,82
"5019";"Blanco";3,39;0,43;12,7;"Ocre";7;5,89
"5021";"Blanco";3,24;0,56;12,7;"Ocre";8;5,11
"5022";"Blanco";2,98;0,64;13,1;"Ocre";8;6,49
"5023";"Blanco";3,35;0,78;9,1;"Verdoso";5;3,34
"5024";"Blanco";3,36;0,71;12,5;"Ocre";6;4,3
"5025";"Blanco";3,34;0,78;9,1;"Verdoso";6;3,44
"5026";"Blanco";3,34;0,78;9,1;"Verdoso";6;4,46
"5028";"Blanco";3,36;0,71;12,5;"Ocre";6;5,06
"5029";"Blanco";3,35;0,78;9,1;"Verdoso";5;2,7
"5030";"Blanco";3,34;0,78;9,1;"Verdoso";6;5,38
"5031";"Blanco";3,34;0,77;9,1;"Verdoso";6;4,08
"5033";"Blanco";3,05;0,59;12,9;"Ocre";7;6,1
"5034";"Blanco";2,95;0,39;12,5;"Ocre";6;4,82
"5035";"Blanco";3,25;0,33;12,3;"Ocre";6;5,16
"5037";"Blanco";3,22;0,45;9,4;"Verdoso";5;2,64
"5038";"Blanco";3,11;0,53;9,1;"Verdoso";5;2,18
"5039";"Blanco";3,22;0,45;9,4;"Verdoso";5;2,29
"5040";"Blanco";3,16;0,66;12;"Ocre";5;4,04
"5044";"Blanco";3,11;0,53;9,1;"Verdoso";5;2,8
"5045";"Blanco";3,19;0,71;12,1;"Ocre";8;6,55
"5046";"Blanco";3,15;0,44;10,4;"Dorado";6;4,64
"5047";"Blanco";3,12;0,36;9,2;"Verdoso";6;4,77
"5048";"Blanco";3,29;0,46;13;"Ocre";7;6,82
"5049";"Blanco";3,19;0,71;12,1;"Ocre";8;5,91
"5052";"Blanco";3,23;0,7;10;"Dorado";5;5,04
"5054";"Blanco";3,26;0,35;12,4;"Ocre";5;5,47
"5055";"Blanco";2,9;0,38;12,2;"Ocre";6;5,98
"5056";"Blanco";3,06;0,52;10,6;"Dorado";5;5,33
"5058";"Blanco";3,36;0,78;13,9;"Ocre";7;6,25
"5059";"Blanco";2,99;0,3;9,2;"Verdoso";6;5,43
"5060";"Blanco";2,98;0,56;10,5;"Dorado";6;4,86
"5062";"Blanco";3,24;0,45;12,9;"Ocre";6;5
"5063";"Blanco";3,26;0,39;12,9;"Ocre";7;6,75
"5064";"Blanco";3,12;0,51;9,6;"Verdoso";5;2,92
"5065";"Blanco";3,25;0,45;12,9;"Ocre";6;4,64
"5066";"Blanco";3,24;0,45;12,9;"Ocre";6;5,36
"5068";"Blanco";3,23;0,34;13,2;"Ocre";8;6,34
"5069";"Blanco";2,99;0,3;9,2;"Verdoso";6;5,34
"5071";"Blanco";2,98;0,56;10,5;"Dorado";6;3,74
"5072";"Blanco";3,3;0,59;10,5;"Dorado";6;5,25
"5073";"Blanco";3,2;0,6;12,6;"Ocre";8;5,34
"5074";"Blanco";3,05;0,5;9,5;"Verdoso";6;4,84
"5075";"Blanco";3,31;0,56;9,8;"Verdoso";6;3,43
"5076";"Blanco";3,04;0,26;13,4;"Ocre";8;6,8
"5078";"Blanco";3,31;0,56;9,8;"Verdoso";6;5,35
"5079";"Blanco";3,22;0,57;13,1;"Ocre";7;6,35
"5080";"Blanco";3,2;0,6;12,6;"Ocre";8;5,78
"5081";"Blanco";3,26;0,45;10,4;"Dorado";5;3,96
"5082";"Blanco";3,22;0,27;13,4;"Ocre";8;6,28
"5083";"Blanco";3,06;0,27;13;"Ocre";7;6,64
"5084";"Blanco";3,04;0,26;13,4;"Ocre";8;5,34
"5085";"Blanco";3,11;0,52;10,2;"Dorado";7;5,85
"5087";"Blanco";3,05;0,5;9,5;"Verdoso";6;4,42
"5092";"Blanco";3,19;0,44;13;"Ocre";7;6,8
"5093";"Blanco";3,19;0,44;13;"Ocre";7;5,49
"5094";"Blanco";3,34;0,52;10,9;"Dorado";6;5,81
"5097";"Blanco";3,29;0,5;12;"Ocre";6;5,45
"5098";"Blanco";3,38;0,53;10,5;"Dorado";6;4,51
"5099";"Blanco";3,31;0,4;13,1;"Ocre";7;5,31
"5100";"Blanco";3,19;0,44;13;"Ocre";7;6,63
"5101";"Blanco";3,34;0,52;10,9;"Dorado";6;4,12
"5102";"Blanco";3,14;0,57;9,1;"Verdoso";5;2,83
"5103";"Blanco";3,18;0,48;13,4;"Ocre";7;6,85
"5106";"Blanco";3,36;0,57;10,9;"Dorado";6;4,89
"5107";"Blanco";3,19;0,44;13,5;"Ocre";7;5,26
"5108";"Blanco";3,14;0,57;9,1;"Verdoso";5;2,21
"5109";"Blanco";3,17;0,55;9,9;"Verdoso";6;5,08
"5110";"Blanco";2,98;0,56;10,5;"Dorado";6;5,16
"5113";"Blanco";2,99;0,43;13;"Ocre";6;4,62
"5114";"Blanco";2,93;0,41;13,6;"Ocre";6;5,9
"5115";"Blanco";3,08;0,62;12,3;"Ocre";7;5,35
"5116";"Blanco";3,25;0,53;13,3;"Ocre";7;5,67
"5117";"Blanco";3,08;0,42;13,7;"Ocre";7;5,08
"5119";"Blanco";3,23;0,43;13,4;"Ocre";7;5,99
"5120";"Blanco";3,05;0,3;9,1;"Verdoso";5;3,27
"5122";"Blanco";3,2;0,46;9,4;"Verdoso";5;3,21
"5123";"Blanco";3,05;0,3;9,1;"Verdoso";5;2,25
"5126";"Blanco";3,01;0,35;12,4;"Ocre";6;5,95
"5127";"Blanco";3,11;0,32;9,8;"Verdoso";6;3,11
"5129";"Blanco";3,26;0,38;13,1;"Ocre";7;5,73
"5130";"Blanco";3,14;0,53;9,7;"Verdoso";5;2,79
"5131";"Blanco";3,15;0,48;9,2;"Verdoso";5;2,89
"5133";"Blanco";3,14;0,37;10,6;"Dorado";6;3,42
"5134";"Blanco";3,14;0,53;9,7;"Verdoso";5;2,62
"5135";"Blanco";3,15;0,48;9,2;"Verdoso";5;3,02
"5136";"Blanco";3,1;0,39;10,9;"Dorado";6;4,56
"5137";"Blanco";3,23;0,51;10,1;"Dorado";5;3,96
"5138";"Blanco";3,17;0,44;12,2;"Ocre";7;6,28
"5139";"Blanco";3,03;0,33;12,7;"Ocre";6;5,61
"5140";"Blanco";2,98;0,37;13;"Ocre";6;4,73
"5142";"Blanco";3,2;0,48;9,4;"Verdoso";6;3,57
"5145";"Blanco";3,1;0,48;9,2;"Verdoso";6;4,81
"5146";"Blanco";3,2;0,48;9,4;"Verdoso";6;5,27
"5147";"Blanco";3,1;0,48;9,2;"Verdoso";6;4,26
"5148";"Blanco";3,22;0,45;12,3;"Ocre";6;5,62
"5150";"Blanco";3,04;0,67;10;"Dorado";6;3,62
"5151";"Blanco";3,24;0,48;9;"Verdoso";6;4,99
"5152";"Blanco";3,24;0,48;9;"Verdoso";6;4,47
"5153";"Blanco";3,24;0,48;9;"Verdoso";6;3,05
"5155";"Blanco";3,06;0,6;9,9;"Verdoso";6;4,24
"5156";"Blanco";3,66;0,48;12,2;"Ocre";7;6,51
"5158";"Blanco";3,24;0,48;9;"Verdoso";6;4,68
"5160";"Blanco";3,11;0,62;12,9;"Ocre";6;4,54
"5161";"Blanco";2,86;0,35;9;"Verdoso";5;2,79
"5162";"Blanco";3,01;0,33;12,4;"Ocre";6;5,41
"5163";"Blanco";2,86;0,35;9;"Verdoso";5;2,98
"5164";"Blanco";3,11;0,62;12,9;"Ocre";6;4,98
"5166";"Blanco";3;0,41;12,6;"Ocre";6;4,68
"5171";"Blanco";3,32;0,51;10,5;"Dorado";4;2,64
"5172";"Blanco";3;0,41;12,6;"Ocre";6;5,71
"5174";"Blanco";3,18;0,52;10,1;"Dorado";6;4,62
"5176";"Blanco";3,14;0,56;10,6;"Dorado";5;3,57
"5181";"Blanco";3,14;0,49;12,8;"Ocre";7;5,39
"5182";"Blanco";3,3;0,46;12,3;"Ocre";6;4,66
"5183";"Blanco";3,26;0,53;10,4;"Dorado";6;4
"5186";"Blanco";3,35;0,44;10,7;"Dorado";7;5,07
"5187";"Blanco";2,85;0,5;9,5;"Verdoso";6;4,66
"5188";"Blanco";2,85;0,5;9,5;"Verdoso";6;5,09
"5189";"Blanco";2,85;0,5;9,5;"Verdoso";6;5,27
"5190";"Blanco";3,18;0,68;12;"Ocre";7;6,09
"5191";"Blanco";3,31;0,45;10,8;"Dorado";5;5,13
"5192";"Blanco";3,35;0,44;10,7;"Dorado";7;4,64
"5193";"Blanco";3,35;0,44;10,7;"Dorado";7;4,39
"5194";"Blanco";3,12;0,44;10,7;"Dorado";7;4,5
"5195";"Blanco";3,12;0,4;12,1;"Ocre";7;6,4
"5197";"Blanco";3,18;0,37;10,8;"Dorado";6;5,59
"5198";"Blanco";3,59;0,56;12,3;"Ocre";7;5,33
"5199";"Blanco";3,3;0,57;9,4;"Verdoso";6;5,03
"5200";"Blanco";3,2;0,35;9,9;"Verdoso";6;4,56
"5201";"Blanco";3,35;0,61;10,4;"Dorado";7;4,35
"5202";"Blanco";3,35;0,6;10,4;"Dorado";6;3,11
"5203";"Blanco";3,15;0,6;12,6;"Ocre";7;6,44
"5204";"Blanco";2,93;0,36;12,5;"Ocre";6;5,78
"5205";"Blanco";3,04;0,47;9,4;"Verdoso";5;2,32
"5206";"Blanco";3,11;0,6;9,2;"Verdoso";5;2,36
"5208";"Blanco";2,91;0,46;9,2;"Verdoso";6;3,5
"5209";"Blanco";2,91;0,46;9,2;"Verdoso";6;3
"5210";"Blanco";3,04;0,47;9,4;"Verdoso";5;3,31
"5212";"Blanco";3,27;0,55;10,8;"Dorado";6;4,91
"5213";"Blanco";2,91;0,46;9,2;"Verdoso";6;4,81
"5214";"Blanco";3,11;0,6;9,2;"Verdoso";5;2,02
"5215";"Blanco";2,96;0,36;12,5;"Ocre";6;5,86
"5216";"Blanco";3;0,54;9,3;"Verdoso";5;2,42
"5218";"Blanco";3,04;0,56;10;"Dorado";7;5,08
"5219";"Blanco";3,06;0,42;10,6;"Dorado";6;4,68
"5220";"Blanco";3,07;0,75;10,7;"Dorado";7;4,72
"5221";"Blanco";3,04;0,56;10;"Dorado";7;4,57
"5222";"Blanco";2,96;0,36;12,5;"Ocre";6;5,39
"5223";"Blanco";3,06;0,42;10,6;"Dorado";6;4,6
"5224";"Blanco";3,19;0,27;12,8;"Ocre";7;6,47
"5225";"Blanco";3;0,54;9,3;"Verdoso";5;3,22
"5227";"Blanco";3,24;0,43;9,5;"Verdoso";5;2,46
"5228";"Blanco";3,24;0,43;9,5;"Verdoso";6;4,77
"5229";"Blanco";3,24;0,43;9,5;"Verdoso";6;4,95
"5230";"Blanco";3,06;0,38;10,8;"Dorado";6;5,76
"5231";"Blanco";3,06;0,38;10,8;"Dorado";6;4,99
"5233";"Blanco";3,06;0,38;10,8;"Dorado";6;4,8
"5235";"Blanco";3,29;0,38;12,4;"Ocre";6;4,8
"5238";"Blanco";3,24;0,66;12,5;"Ocre";7;6,31
"5239";"Blanco";3,12;0,44;10;"Dorado";6;3,67
"5241";"Blanco";3,16;0,88;10,5;"Dorado";6;3,6
"5242";"Blanco";3,16;0,88;10,5;"Dorado";6;3,58
"5246";"Blanco";2,97;0,52;12,2;"Ocre";7;6,53
"5247";"Blanco";2,9;0,66;12,6;"Ocre";7;6,13
"5249";"Blanco";3,26;0,47;12,3;"Ocre";6;4,63
"5250";"Blanco";2,92;0,59;10,4;"Dorado";4;2,67
"5252";"Blanco";3,27;0,61;9,5;"Verdoso";6;5,26
"5254";"Blanco";3,42;0,44;10,4;"Dorado";6;3,18
"5255";"Blanco";3,11;0,27;13;"Ocre";7;6,45
"5256";"Blanco";3,16;0,46;12,2;"Ocre";7;6,56
"5257";"Blanco";3,03;0,34;10,5;"Dorado";8;5,89
"5258";"Blanco";3,33;0,42;10,8;"Dorado";7;4,39
"5259";"Blanco";3,2;0,53;13,2;"Ocre";8;5,58
"5260";"Blanco";3,16;0,57;13;"Ocre";8;5,45
"5261";"Blanco";3,5;0,47;10;"Dorado";6;5,17
"5262";"Blanco";3,42;0,48;10,4;"Dorado";4;3,4
"5263";"Blanco";3,16;0,54;12,4;"Ocre";6;5,75
"5264";"Blanco";3,27;0,34;12,9;"Ocre";8;6,37
"5265";"Blanco";3,2;0,53;13,2;"Ocre";8;5,31
"5266";"Blanco";3,02;0,56;10,5;"Dorado";7;4,74
"5267";"Blanco";3,16;0,57;13;"Ocre";8;6,51
"5269";"Blanco";3,41;0,55;12,7;"Ocre";7;5,67
"5270";"Blanco";3,14;0,52;9,4;"Verdoso";6;3,9
"5271";"Blanco";3,03;0,32;12,9;"Ocre";7;6,07
"5272";"Blanco";2,96;0,35;13;"Ocre";8;5,34
"5273";"Blanco";3,31;0,4;13,6;"Ocre";7;6,2
"5274";"Blanco";3,32;0,55;9,1;"Verdoso";5;3,45
"5275";"Blanco";3,25;0,43;10,4;"Dorado";6;5,36
"5276";"Blanco";3,31;0,4;13,6;"Ocre";7;6,76
"5277";"Blanco";3,28;0,44;12,2;"Ocre";6;5,2
"5279";"Blanco";3,04;0,37;10,5;"Dorado";7;5,84
"5280";"Blanco";3,24;0,78;10,2;"Dorado";6;4,33
"5281";"Blanco";3,06;0,34;12,5;"Ocre";8;5,97
"5283";"Blanco";3,24;0,78;10,2;"Dorado";6;4,92
"5284";"Blanco";3,13;0,63;12,6;"Ocre";7;6,64
"5285";"Blanco";3,24;0,78;10,2;"Dorado";6;4,54
"5286";"Blanco";3,09;0,5;9,8;"Verdoso";5;2,87
"5287";"Blanco";3,15;0,34;10,8;"Dorado";5;3,36
"5288";"Blanco";3,32;0,56;12,5;"Ocre";6;4,82
"5289";"Blanco";3,06;0,34;12,5;"Ocre";8;6,3
"5292";"Blanco";3,04;0,37;10,5;"Dorado";7;4,75
"5293";"Blanco";3,13;0,63;12,6;"Ocre";7;5,7
"5297";"Blanco";3,24;0,78;10,2;"Dorado";6;5,19
"5299";"Blanco";3,09;0,5;9,8;"Verdoso";5;2,07
"5300";"Blanco";3,1;0,52;10,1;"Dorado";5;4,09
"5301";"Blanco";3,06;0,5;9,2;"Verdoso";5;3,22
"5302";"Blanco";3,05;0,53;9,1;"Verdoso";6;4,48
"5303";"Blanco";3,05;0,53;9,1;"Verdoso";6;5,33
"5304";"Blanco";3,05;0,53;9,1;"Verdoso";6;3,5
"5305";"Blanco";3,05;0,53;9,1;"Verdoso";6;5,5
"5307";"Blanco";3,23;0,44;12,6;"Ocre";6;4,59
"5308";"Blanco";2,86;0,47;9;"Verdoso";5;2,49
"5309";"Blanco";3,12;0,44;10,1;"Dorado";5;3,52
"5310";"Blanco";3,3;0,34;13,6;"Ocre";5;4,52
"5311";"Blanco";3,05;0,53;9,1;"Verdoso";6;4,06
"5312";"Blanco";3,09;0,54;9,2;"Verdoso";5;3,21
"5314";"Blanco";2,83;0,36;10;"Dorado";4;2,52
"5315";"Blanco";3,47;0,48;9,1;"Verdoso";6;3,39
"5317";"Blanco";3,11;0,52;9,2;"Verdoso";6;4,81
"5318";"Blanco";3,06;0,5;9,2;"Verdoso";5;3
"5319";"Blanco";3,18;0,48;9,5;"Verdoso";5;2,8
"5321";"Blanco";3,11;0,62;9,8;"Verdoso";5;3,44
"5322";"Blanco";3,11;0,62;9,8;"Verdoso";5;2,69
"5323";"Blanco";3,36;0,44;10,8;"Dorado";7;4,15
"5325";"Blanco";3,17;0,34;12,1;"Ocre";6;5,73
"5327";"Blanco";3,36;0,44;10,8;"Dorado";7;4,25
"5328";"Blanco";3,36;0,41;13,5;"Ocre";7;5,09
"5329";"Blanco";3,28;0,45;10,3;"Dorado";5;4,78
"5330";"Blanco";3,11;0,53;9;"Verdoso";6;5,34
"5332";"Blanco";3,28;0,45;10,3;"Dorado";5;3,28
"5333";"Blanco";3,21;0,68;12,5;"Ocre";6;4,4
"5335";"Blanco";3,19;0,33;13,4;"Ocre";6;5,78
"5336";"Blanco";3,22;0,79;12,7;"Ocre";4;3,6
"5337";"Blanco";2,97;0,51;9,2;"Verdoso";5;3,3
"5338";"Blanco";3,32;0,35;10,2;"Dorado";6;3,62
"5339";"Blanco";2,96;0,39;9;"Verdoso";7;3,33
"5340";"Blanco";2,96;0,39;9;"Verdoso";7;3,58
"5341";"Blanco";2,96;0,39;9;"Verdoso";7;3,26
"5342";"Blanco";2,96;0,39;9;"Verdoso";7;5,2
"5343";"Blanco";2,96;0,39;9;"Verdoso";7;5,06
"5344";"Blanco";2,96;0,39;9;"Verdoso";7;3,48
"5345";"Blanco";2,96;0,39;9;"Verdoso";7;4,84
"5347";"Blanco";2,89;0,42;9;"Verdoso";6;3,2
"5348";"Blanco";3,3;0,51;9;"Verdoso";5;2,26
"5350";"Blanco";2,96;0,39;9;"Verdoso";7;3,43
"5351";"Blanco";3,28;0,5;10;"Dorado";5;3
"5352";"Blanco";3,29;0,46;10,7;"Dorado";5;5,3
"5353";"Blanco";3,29;0,46;10,7;"Dorado";5;5,22
"5354";"Blanco";3,39;0,77;13,4;"Ocre";8;5,2
"5356";"Blanco";3,28;0,5;10;"Dorado";5;3,02
"5357";"Blanco";3,29;0,46;10,7;"Dorado";5;3,74
"5358";"Blanco";3,29;0,46;10,7;"Dorado";5;5,4
"5362";"Blanco";2,79;0,52;10,9;"Dorado";5;4,02
"5364";"Blanco";3,39;0,77;13,4;"Ocre";8;6,5
"5365";"Blanco";3,08;0,49;9,4;"Verdoso";5;2,49
"5366";"Blanco";3,08;0,49;9,4;"Verdoso";5;2,37
"5367";"Blanco";3,08;0,49;9,4;"Verdoso";5;2,8
"5368";"Blanco";3,17;0,38;10,6;"Dorado";6;3,7
"5369";"Blanco";3,08;0,49;9,4;"Verdoso";5;2,82
"5370";"Blanco";3,03;0,65;12;"Ocre";4;2,97
"5371";"Blanco";3,14;0,42;10,2;"Dorado";6;5,22
"5372";"Blanco";3,17;0,38;10,6;"Dorado";6;3,94
"5373";"Blanco";3,26;0,37;13,5;"Ocre";5;4,25
"5374";"Blanco";3,31;0,58;9,7;"Verdoso";5;2,1
"5375";"Blanco";3,24;0,32;12,2;"Ocre";6;5,25
"5376";"Blanco";3,11;0,57;12,3;"Ocre";5;3,29
"5377";"Blanco";3,24;0,32;12,2;"Ocre";6;4,11
"5379";"Blanco";3,2;0,7;12,7;"Ocre";7;6,1
"5380";"Blanco";3,31;0,58;9,7;"Verdoso";5;3,15
"5381";"Blanco";3,13;0,29;10,8;"Dorado";6;4,93
"5383";"Blanco";3,18;0,48;9,5;"Verdoso";5;2,83
"5384";"Blanco";3,2;0,49;10,1;"Dorado";6;4,52
"5385";"Blanco";3,46;0,4;13,2;"Ocre";7;6,28
"5387";"Blanco";3,18;0,48;9,5;"Verdoso";5;2,99
"5388";"Blanco";3,18;0,48;9,5;"Verdoso";5;2,77
"5389";"Blanco";3,16;0,47;9,5;"Verdoso";6;4,31
"5390";"Blanco";3,18;0,48;9,5;"Verdoso";5;2,09
"5391";"Blanco";3,18;0,47;9,5;"Verdoso";5;3,14
"5392";"Blanco";3,03;0,58;10,4;"Dorado";6;5,48
"5393";"Blanco";3,14;0,55;9,9;"Verdoso";6;3,41
"5394";"Blanco";3,22;0,48;10;"Dorado";5;4,58
"5395";"Blanco";3,2;0,49;10,1;"Dorado";6;4,27
"5396";"Blanco";3,17;0,39;9,4;"Verdoso";6;3,42
"5397";"Blanco";3,03;0,47;9,3;"Verdoso";5;2,42
"5398";"Blanco";3,05;0,52;10,9;"Dorado";5;3,91
"5400";"Blanco";2,99;0,73;10,3;"Dorado";5;3,17
"5402";"Blanco";3,05;0,52;10,9;"Dorado";5;5,35
"5403";"Blanco";2,99;0,4;10,8;"Dorado";6;4,34
"5404";"Blanco";2,99;0,73;10,3;"Dorado";5;5,29
"5406";"Blanco";3,03;0,47;9,3;"Verdoso";5;2,21
"5407";"Blanco";2,96;0,59;10,2;"Dorado";5;4,49
"5408";"Blanco";2,96;0,59;10,2;"Dorado";6;4,51
"5409";"Blanco";2,99;0,4;10,8;"Dorado";6;5,76
"5410";"Blanco";3,24;0,52;10,5;"Dorado";3;3
"5412";"Blanco";3,05;0,52;10,9;"Dorado";5;3,67
"5414";"Blanco";3,22;0,49;10,3;"Dorado";5;5,38
"5415";"Blanco";3,28;0,33;12,9;"Ocre";7;5,56
"5416";"Blanco";3,12;0,59;9,9;"Verdoso";5;2,25
"5420";"Blanco";3;0,38;10,7;"Dorado";5;3,17
"5421";"Blanco";3,03;0,56;10,4;"Dorado";6;4,01
"5422";"Blanco";3,17;0,64;12,5;"Ocre";6;4,34
"5423";"Blanco";3,19;0,48;9,5;"Verdoso";5;3,12
"5425";"Blanco";3,26;0,54;13;"Ocre";6;4,28
"5429";"Blanco";3,15;0,57;13,2;"Ocre";7;5,73
"5431";"Blanco";2,83;0,44;9,6;"Verdoso";5;2,32
"5432";"Blanco";2,83;0,44;9,6;"Verdoso";5;3,02
"5433";"Blanco";3,15;0,37;9,7;"Verdoso";6;3,79
"5434";"Blanco";3,14;0,62;9,2;"Verdoso";5;3,36
"5436";"Blanco";3;0,45;12,4;"Ocre";6;4,83
"5437";"Blanco";3;0,45;12,4;"Ocre";6;5,27
"5438";"Blanco";3,14;0,62;9,2;"Verdoso";5;2,89
"5443";"Blanco";3,2;0,5;13,2;"Ocre";7;6,88
"5445";"Blanco";3,26;0,54;9,1;"Verdoso";5;2,91
"5446";"Blanco";3,34;0,35;12,6;"Ocre";6;5,72
"5447";"Blanco";3,26;0,54;9,1;"Verdoso";5;2,36
"5448";"Blanco";3,17;0,46;10,5;"Dorado";6;3,71
"5449";"Blanco";3,23;0,64;10,6;"Dorado";5;5,41
"5450";"Blanco";3,34;0,35;12,6;"Ocre";6;5,6
"5451";"Blanco";3,41;0,33;13,7;"Ocre";7;6,91
"5452";"Blanco";3,36;0,49;12;"Ocre";6;4,52
"5453";"Blanco";3,4;0,73;12,5;"Ocre";7;5,05
"5454";"Blanco";3,55;0,68;12,1;"Ocre";6;4,6
"5456";"Blanco";3,36;0,49;12;"Ocre";6;5,38
"5457";"Blanco";3,46;0,55;10,3;"Dorado";6;3,09
"5458";"Blanco";3,27;0,31;12,7;"Ocre";6;4,45
"5459";"Blanco";3,12;0,37;9,2;"Verdoso";5;2,39
"5460";"Blanco";3,12;0,37;9,2;"Verdoso";5;3,4
"5461";"Blanco";3,1;0,47;9,5;"Verdoso";6;3,3
"5462";"Blanco";3,16;0,34;10,1;"Dorado";6;3,29
"5463";"Blanco";3,16;0,34;10,1;"Dorado";6;3,01
"5464";"Blanco";3,25;0,53;13;"Ocre";7;6,03
"5465";"Blanco";3,24;0,56;13,1;"Ocre";6;5,09
"5467";"Blanco";3,12;0,37;9,2;"Verdoso";5;2,39
"5468";"Blanco";3,08;0,36;9,4;"Verdoso";6;5,3
"5469";"Blanco";3,1;0,47;9,5;"Verdoso";6;3,42
"5470";"Blanco";3,16;0,4;10,2;"Dorado";6;4,66
